Time (s),Frequency 1 (Hz),Frequency 2 (Hz),Frequency 3 (Hz)
375.0,4082.0,10816.0,17550.0
375.5,4446.0,11154.0,17862.0
376.0,156.0,7228.0,14248.0
376.5,130.0,7072.0,13936.0
377.0,182.0,7254.0,14274.0
377.5,2392.0,9256.0,16146.0
378.0,4290.0,11024.0,17810.0
378.5,3328.0,10140.0,17030.0
379.0,3718.0,10478.0,17264.0
379.5,1300.0,8450.0,15782.0
380.0,1846.0,9048.0,16328.0
380.5,2886.0,9698.0,16562.0
381.0,2444.0,9412.0,16510.0
381.5,286.0,7462.0,14690.0
382.0,234.0,7332.0,14456.0
382.5,286.0,7410.0,14612.0
383.0,2626.0,9412.0,16276.0
383.5,1222.0,8190.0,15210.0
384.0,676.0,7748.0,14898.0
384.5,156.0,7176.0,14222.0
385.0,1846.0,8710.0,15600.0
385.5,4446.0,11180.0,17914.0
386.0,286.0,7462.0,14586.0
386.5,312.0,7488.0,14664.0
387.0,182.0,7254.0,14274.0
387.5,312.0,7514.0,14794.0
388.0,702.0,7644.0,14586.0
388.5,3926.0,10686.0,17472.0
389.0,312.0,7514.0,14716.0
389.5,4316.0,11128.0,18044.0
390.0,806.0,8060.0,15366.0
390.5,1248.0,8632.0,16146.0
391.0,468.0,7618.0,14716.0
391.5,338.0,7670.0,14976.0
392.0,364.0,7748.0,15132.0
392.5,546.0,8034.0,15678.0
393.0,468.0,7982.0,15496.0
393.5,468.0,7930.0,15470.0
394.0,416.0,7826.0,15262.0
394.5,702.0,8294.0,16068.0
395.0,442.0,7722.0,15158.0
395.5,4186.0,11076.0,18122.0
396.0,702.0,8216.0,16016.0
396.5,4160.0,10998.0,17940.0
397.0,1170.0,8684.0,16666.0
397.5,416.0,7540.0,14820.0
398.0,312.0,7306.0,14690.0
398.5,468.0,7722.0,15080.0
399.0,702.0,8216.0,16172.0
399.5,598.0,8008.0,15704.0
400.0,520.0,7904.0,15392.0
400.5,702.0,8138.0,16016.0
401.0,702.0,8138.0,16198.0
401.5,546.0,7852.0,15392.0
402.0,676.0,8086.0,15912.0
402.5,4498.0,11336.0,18304.0
403.0,4238.0,11050.0,17992.0
403.5,4472.0,11310.0,18278.0
404.0,4134.0,10920.0,17758.0
404.5,2496.0,9516.0,16718.0
405.0,468.0,7852.0,15392.0
405.5,2886.0,9724.0,16614.0
406.0,4316.0,11128.0,18044.0
406.5,4108.0,10868.0,17654.0
407.0,4472.0,11336.0,18278.0
407.5,2912.0,9776.0,16692.0
408.0,182.0,7228.0,14170.0
408.5,2886.0,9724.0,16588.0
409.0,3718.0,10452.0,17238.0
409.5,234.0,7228.0,14170.0
410.0,234.0,7306.0,14352.0
410.5,286.0,7410.0,14508.0
411.0,2392.0,9178.0,16016.0
411.5,3900.0,10634.0,17368.0
412.0,286.0,7488.0,14690.0
412.5,286.0,7384.0,14560.0
413.0,4446.0,11154.0,17914.0
413.5,3900.0,10608.0,17368.0
414.0,4446.0,11180.0,17914.0
414.5,1872.0,8710.0,15626.0
415.0,260.0,7358.0,14456.0
415.5,338.0,7566.0,14820.0
416.0,598.0,8164.0,15834.0
416.5,4472.0,11232.0,18018.0
417.0,3146.0,10062.0,17134.0
417.5,4446.0,11206.0,17966.0
418.0,1638.0,8788.0,16094.0
418.5,1586.0,8554.0,15704.0
419.0,1534.0,8424.0,15366.0
419.5,3744.0,10530.0,17368.0
420.0,260.0,7384.0,14560.0
420.5,364.0,7722.0,15054.0
421.0,182.0,7228.0,14248.0
421.5,2158.0,9074.0,16042.0
422.0,1846.0,8684.0,15548.0
422.5,338.0,7566.0,14898.0
423.0,260.0,7332.0,14378.0
423.5,390.0,7592.0,14924.0
424.0,3770.0,10660.0,17654.0
424.5,2158.0,9178.0,16276.0
425.0,1196.0,8424.0,15756.0
425.5,1144.0,8606.0,16250.0
426.0,442.0,7748.0,15184.0
426.5,468.0,7852.0,15366.0
427.0,3484.0,10218.0,16926.0
427.5,1482.0,8268.0,15106.0
428.0,3120.0,9932.0,16822.0
428.5,2392.0,9204.0,16042.0
429.0,234.0,7254.0,14248.0
429.5,234.0,7254.0,14326.0
430.0,260.0,7280.0,14248.0
430.5,312.0,7410.0,14664.0
431.0,364.0,7618.0,14950.0
431.5,286.0,7540.0,14742.0
432.0,286.0,7410.0,14586.0
432.5,260.0,7384.0,14560.0
433.0,286.0,7384.0,14560.0
433.5,260.0,7384.0,14560.0
434.0,260.0,7228.0,14170.0
434.5,130.0,7020.0,13884.0
435.0,234.0,7150.0,14040.0
435.5,234.0,7228.0,14170.0
436.0,286.0,7254.0,14222.0
436.5,312.0,7488.0,14716.0
437.0,260.0,7306.0,14352.0
437.5,3302.0,10036.0,16770.0
438.0,1846.0,8710.0,15626.0
438.5,2912.0,9750.0,16718.0
439.0,2652.0,9516.0,16458.0
439.5,286.0,7488.0,14664.0
440.0,286.0,7462.0,14664.0
440.5,312.0,7488.0,14716.0
441.0,1118.0,8424.0,15938.0
441.5,1404.0,8736.0,16328.0
442.0,858.0,7982.0,15184.0
442.5,312.0,7462.0,14664.0
443.0,364.0,7566.0,14898.0
443.5,390.0,7670.0,14950.0
444.0,780.0,8528.0,16588.0
444.5,3770.0,10608.0,17524.0
445.0,4498.0,11336.0,18278.0
445.5,3952.0,10764.0,17680.0
446.0,4472.0,11258.0,18122.0
446.5,3380.0,10322.0,17446.0
447.0,130.0,6968.0,13884.0
447.5,1950.0,8944.0,16094.0
448.0,4472.0,11258.0,18122.0
448.5,3744.0,10478.0,17290.0
449.0,4472.0,11258.0,18096.0
449.5,4134.0,10868.0,17680.0
450.0,884.0,8008.0,15288.0
450.5,468.0,7852.0,15340.0
451.0,4446.0,11154.0,17914.0
451.5,1612.0,8606.0,15756.0
452.0,1430.0,8788.0,16380.0
452.5,156.0,7020.0,13884.0
453.0,390.0,7566.0,14846.0
453.5,4498.0,11258.0,18122.0
454.0,2106.0,9256.0,16770.0
454.5,936.0,8502.0,16458.0
455.0,2964.0,9828.0,16874.0
455.5,4394.0,11284.0,18356.0
456.0,4472.0,11362.0,18434.0
456.5,3770.0,10582.0,17446.0
457.0,702.0,8008.0,15574.0
457.5,702.0,7956.0,15470.0
458.0,390.0,7514.0,14716.0
458.5,3770.0,10556.0,17420.0
459.0,4264.0,11206.0,18356.0
459.5,3484.0,6994.0,13650.0
460.0,702.0,7592.0,14482.0
460.5,4108.0,10816.0,17576.0
461.0,1898.0,8866.0,15912.0
461.5,260.0,7384.0,14560.0
462.0,3094.0,9854.0,16692.0
462.5,3302.0,10062.0,16822.0
463.0,234.0,7280.0,14274.0
463.5,182.0,7124.0,14066.0
464.0,312.0,7514.0,14716.0
464.5,4290.0,10998.0,17758.0
465.0,2418.0,9256.0,16224.0
465.5,234.0,7280.0,14352.0
466.0,1846.0,8710.0,15626.0
466.5,3068.0,9802.0,16562.0
467.0,1846.0,8710.0,15626.0
467.5,4420.0,11128.0,17862.0
468.0,312.0,7566.0,14820.0
468.5,156.0,7150.0,14118.0
469.0,260.0,7306.0,14352.0
469.5,2860.0,9620.0,16406.0
470.0,3328.0,10088.0,16874.0
470.5,1846.0,8710.0,15626.0
471.0,3718.0,10478.0,17264.0
471.5,2626.0,9464.0,16380.0
472.0,3510.0,10322.0,17186.0
472.5,2106.0,8918.0,15782.0
473.0,3328.0,10114.0,16978.0
473.5,286.0,7462.0,14586.0
474.0,286.0,7488.0,14690.0
474.5,2392.0,9178.0,16016.0
475.0,4446.0,11154.0,17862.0
475.5,1846.0,8684.0,15600.0
476.0,312.0,7384.0,14508.0
476.5,312.0,7410.0,14690.0
477.0,1846.0,8710.0,15626.0
477.5,4446.0,11154.0,17888.0
478.0,442.0,7930.0,15340.0
478.5,312.0,7514.0,14690.0
479.0,130.0,7124.0,14066.0
479.5,182.0,7228.0,14248.0
480.0,2392.0,9230.0,16120.0
480.5,4264.0,10998.0,17758.0
481.0,3744.0,10582.0,17498.0
481.5,4290.0,11024.0,17810.0
482.0,1820.0,8606.0,15418.0
482.5,286.0,7540.0,14794.0
483.0,312.0,7540.0,14742.0
483.5,520.0,8138.0,15808.0
484.0,338.0,7540.0,14742.0
484.5,520.0,7930.0,15522.0
485.0,494.0,8034.0,15626.0
485.5,546.0,8190.0,15912.0
486.0,416.0,7904.0,15392.0
486.5,520.0,7852.0,15392.0
487.0,2236.0,9282.0,16588.0
487.5,4394.0,11336.0,18538.0
488.0,3744.0,10504.0,17316.0
488.5,4368.0,11232.0,18304.0
489.0,2210.0,9152.0,16328.0
489.5,442.0,7722.0,15834.0
490.0,416.0,7618.0,15678.0
490.5,650.0,8164.0,16068.0
491.0,598.0,8008.0,16068.0
491.5,676.0,8008.0,15704.0
492.0,754.0,8346.0,16562.0
492.5,1378.0,8632.0,16198.0
493.0,1716.0,9438.0,18018.0
493.5,780.0,8372.0,16484.0
494.0,390.0,7514.0,15158.0
494.5,4472.0,11206.0,18018.0
495.0,1586.0,8840.0,16536.0
495.5,1456.0,8762.0,16250.0
496.0,416.0,7592.0,14898.0
496.5,702.0,8216.0,16042.0
497.0,338.0,7462.0,14716.0
497.5,2886.0,9802.0,16770.0
498.0,2964.0,9958.0,17160.0
498.5,312.0,7462.0,14690.0
499.0,3562.0,10478.0,17498.0
499.5,3328.0,10114.0,16978.0
500.0,260.0,7358.0,14456.0
500.5,1534.0,8398.0,15340.0
501.0,4290.0,11024.0,17784.0
501.5,754.0,7644.0,14612.0
502.0,260.0,7306.0,14430.0
502.5,104.0,6942.0,13858.0
503.0,3302.0,10088.0,16874.0
503.5,3692.0,10426.0,17160.0
504.0,260.0,7332.0,14352.0
504.5,286.0,7384.0,14560.0
505.0,4446.0,11154.0,17888.0
505.5,338.0,7592.0,14898.0
506.0,3900.0,10634.0,17394.0
506.5,1872.0,8762.0,15704.0
507.0,234.0,7176.0,14222.0
507.5,442.0,7826.0,15262.0
508.0,1222.0,8138.0,15184.0
508.5,4446.0,11154.0,17862.0
509.0,390.0,7670.0,15028.0
509.5,4446.0,11180.0,17940.0
510.0,1638.0,8840.0,16198.0
510.5,4472.0,11206.0,17992.0
511.0,338.0,7410.0,14612.0
511.5,4134.0,10894.0,17732.0
512.0,754.0,7696.0,14742.0
512.5,260.0,7384.0,14560.0
513.0,754.0,7644.0,14534.0
513.5,4290.0,10998.0,17758.0
514.0,3484.0,10218.0,16978.0
514.5,312.0,7462.0,14612.0
515.0,286.0,7410.0,14560.0
515.5,598.0,7670.0,14690.0
516.0,4446.0,11128.0,17862.0
516.5,2184.0,9152.0,16172.0
517.0,338.0,7462.0,14664.0
517.5,364.0,7618.0,14846.0
518.0,416.0,7670.0,14976.0
518.5,884.0,8008.0,15314.0
519.0,4446.0,11128.0,17836.0
519.5,3718.0,10478.0,17264.0
520.0,4108.0,10868.0,17628.0
520.5,3328.0,10088.0,16926.0
521.0,286.0,7384.0,14560.0
521.5,286.0,7384.0,14560.0
522.0,260.0,7254.0,14248.0
522.5,364.0,7592.0,14924.0
523.0,390.0,7670.0,14976.0
523.5,416.0,7670.0,14976.0
524.0,156.0,7072.0,14040.0
524.5,260.0,7280.0,14378.0
525.0,676.0,7748.0,14950.0
525.5,156.0,7072.0,14014.0
526.0,260.0,7280.0,14274.0
526.5,182.0,7150.0,14066.0
527.0,156.0,7098.0,14040.0
527.5,156.0,7046.0,13910.0
528.0,182.0,7150.0,14144.0
528.5,234.0,7228.0,14248.0
529.0,234.0,7150.0,14144.0
529.5,4290.0,10998.0,17706.0
530.0,3744.0,10530.0,17394.0
530.5,3926.0,10686.0,17498.0
531.0,3536.0,10374.0,17290.0
531.5,416.0,7826.0,15288.0
532.0,390.0,7696.0,15054.0
532.5,390.0,7592.0,14950.0
533.0,546.0,8034.0,15626.0
533.5,312.0,7462.0,14664.0
534.0,676.0,7826.0,15106.0
534.5,260.0,7410.0,14508.0
535.0,416.0,7800.0,15262.0
535.5,962.0,8424.0,16042.0
536.0,312.0,7410.0,14612.0
536.5,3744.0,10530.0,17316.0
537.0,2938.0,9854.0,16926.0
537.5,1482.0,8892.0,16666.0
538.0,494.0,7930.0,15470.0
538.5,286.0,7384.0,14586.0
539.0,182.0,7150.0,14144.0
539.5,1846.0,8658.0,15600.0
540.0,4472.0,11206.0,17992.0
540.5,312.0,7488.0,14716.0
541.0,1872.0,8684.0,15600.0
541.5,4316.0,11128.0,18018.0
542.0,390.0,7592.0,14924.0
542.5,546.0,7982.0,15522.0
543.0,3926.0,10660.0,17446.0
543.5,2392.0,9178.0,16016.0
544.0,1092.0,8320.0,15808.0
544.5,572.0,7800.0,15262.0
545.0,1534.0,8372.0,15262.0
545.5,4446.0,11154.0,17888.0
546.0,988.0,8190.0,15652.0
546.5,676.0,8112.0,15678.0
547.0,2964.0,9828.0,16874.0
547.5,2314.0,9334.0,16588.0
548.0,3094.0,10114.0,17472.0
548.5,3822.0,10686.0,17732.0
549.0,806.0,8138.0,15808.0
549.5,494.0,7748.0,15080.0
550.0,1092.0,8710.0,16666.0
550.5,3744.0,10478.0,17290.0
551.0,2106.0,8840.0,15626.0
551.5,3484.0,6994.0,13650.0
552.0,234.0,7280.0,14274.0
552.5,3744.0,10530.0,17368.0
553.0,2600.0,9386.0,16172.0
553.5,286.0,7488.0,14664.0
554.0,1482.0,8372.0,15262.0
554.5,4446.0,11180.0,17914.0
555.0,2158.0,9022.0,15938.0
555.5,416.0,7358.0,14326.0
556.0,2964.0,9854.0,16796.0
556.5,4290.0,11024.0,17784.0
557.0,806.0,7904.0,15054.0
557.5,260.0,7332.0,14482.0
558.0,1898.0,8918.0,16068.0
558.5,3926.0,10686.0,17472.0
559.0,234.0,7254.0,14274.0
559.5,1482.0,8346.0,15184.0
560.0,260.0,7462.0,14664.0
560.5,182.0,7280.0,14326.0
561.0,130.0,7072.0,14014.0
561.5,2860.0,9620.0,16432.0
562.0,3094.0,9880.0,16718.0
562.5,260.0,7384.0,14482.0
563.0,234.0,7306.0,14430.0
563.5,3718.0,10478.0,17290.0
564.0,2860.0,9646.0,16484.0
564.5,754.0,7722.0,14742.0
565.0,4264.0,10998.0,17758.0
565.5,2860.0,9646.0,16484.0
566.0,806.0,7878.0,15054.0
566.5,4108.0,10868.0,17654.0
567.0,4264.0,10998.0,17732.0
567.5,416.0,7722.0,15158.0
568.0,286.0,7462.0,14690.0
568.5,286.0,7306.0,14456.0
569.0,1820.0,8606.0,15418.0
569.5,4446.0,11180.0,17940.0
570.0,260.0,7462.0,14586.0
570.5,156.0,7098.0,14040.0
571.0,234.0,7332.0,14482.0
571.5,312.0,7540.0,14716.0
572.0,3692.0,10426.0,17160.0
572.5,2886.0,9724.0,16614.0
573.0,1872.0,8762.0,15730.0
573.5,3562.0,10426.0,17368.0
574.0,3068.0,9802.0,16562.0
574.5,234.0,7280.0,14326.0
575.0,260.0,7358.0,14482.0
575.5,260.0,7410.0,14560.0
576.0,338.0,7670.0,14950.0
576.5,312.0,7540.0,14794.0
577.0,468.0,7982.0,15574.0
577.5,442.0,7904.0,15366.0
578.0,858.0,8398.0,15938.0
578.5,572.0,8008.0,15678.0
579.0,3614.0,10582.0,17732.0
579.5,3146.0,10036.0,17056.0
580.0,2106.0,9438.0,17368.0
580.5,3172.0,10088.0,17160.0
581.0,3354.0,10192.0,17186.0
581.5,468.0,7722.0,15392.0
582.0,650.0,8190.0,16588.0
582.5,546.0,7852.0,15340.0
583.0,884.0,8658.0,16874.0
583.5,676.0,8112.0,15860.0
584.0,1482.0,8866.0,16640.0
584.5,1430.0,8814.0,16432.0
585.0,1378.0,8762.0,16640.0
585.5,416.0,7566.0,14846.0
586.0,1482.0,8684.0,16354.0
586.5,4498.0,11258.0,18148.0
587.0,910.0,8008.0,15314.0
587.5,572.0,8008.0,15626.0
588.0,468.0,7904.0,15340.0
588.5,416.0,7670.0,15028.0
589.0,598.0,8086.0,15756.0
589.5,3432.0,10374.0,17472.0
590.0,3432.0,10556.0,17992.0
590.5,702.0,8164.0,15626.0
591.0,2912.0,9802.0,16744.0
591.5,3744.0,10634.0,17576.0
592.0,234.0,7280.0,14326.0
592.5,234.0,7358.0,14482.0
593.0,4134.0,10842.0,17576.0
593.5,3302.0,10062.0,16848.0
594.0,234.0,7280.0,14274.0
594.5,1534.0,8528.0,15522.0
595.0,4264.0,10998.0,17732.0
595.5,2392.0,9256.0,16146.0
596.0,260.0,7280.0,14352.0
596.5,286.0,7488.0,14664.0
597.0,4446.0,11206.0,18018.0
597.5,1638.0,8892.0,16250.0
598.0,1482.0,8268.0,15106.0
598.5,702.0,7644.0,14534.0
599.0,338.0,7592.0,14898.0
599.5,338.0,7488.0,14716.0
600.0,1846.0,8658.0,15522.0
600.5,4108.0,10842.0,17602.0
601.0,884.0,8034.0,15288.0
601.5,364.0,7670.0,14976.0
602.0,2158.0,9074.0,16094.0
602.5,4446.0,11180.0,17966.0
603.0,286.0,7384.0,14508.0
603.5,3068.0,9776.0,16536.0
604.0,3926.0,10686.0,17472.0
604.5,1248.0,8268.0,15418.0
605.0,3094.0,9828.0,16640.0
605.5,4446.0,11154.0,17862.0
606.0,2106.0,8944.0,15808.0
606.5,234.0,7280.0,14326.0
607.0,286.0,7358.0,14482.0
607.5,754.0,7904.0,15054.0
608.0,4472.0,11180.0,17940.0
608.5,2132.0,8944.0,15808.0
609.0,494.0,7774.0,15184.0
609.5,364.0,7618.0,14898.0
610.0,312.0,7332.0,14482.0
610.5,2496.0,9490.0,16666.0
611.0,3900.0,10634.0,17368.0
611.5,1872.0,8736.0,15678.0
612.0,2418.0,9282.0,16250.0
612.5,4160.0,10946.0,17784.0
613.0,754.0,7696.0,14664.0
613.5,234.0,7228.0,14248.0
614.0,338.0,7540.0,14742.0
614.5,312.0,7514.0,14690.0
615.0,572.0,8190.0,15938.0
615.5,416.0,7774.0,15262.0
616.0,546.0,7566.0,14586.0
616.5,884.0,7956.0,15158.0
617.0,1170.0,8502.0,15886.0
617.5,156.0,7124.0,14118.0
618.0,156.0,7098.0,14014.0
618.5,286.0,7462.0,14690.0
619.0,338.0,7514.0,14742.0
619.5,546.0,7566.0,14508.0
620.0,286.0,7358.0,14456.0
620.5,260.0,7280.0,14326.0
621.0,1820.0,8606.0,15418.0
621.5,4108.0,10842.0,17628.0
622.0,1872.0,8762.0,15782.0
622.5,2158.0,9048.0,15990.0
623.0,4290.0,11050.0,17836.0
623.5,832.0,7878.0,15054.0
624.0,494.0,7592.0,14794.0
624.5,1066.0,8242.0,15574.0
625.0,624.0,7826.0,15132.0
625.5,312.0,7488.0,14716.0
626.0,312.0,7488.0,14690.0
626.5,520.0,8060.0,15678.0
627.0,910.0,8164.0,15600.0
627.5,1430.0,8918.0,16614.0
628.0,1066.0,8346.0,15704.0
628.5,3744.0,10530.0,17394.0
629.0,2444.0,9412.0,16510.0
629.5,650.0,8294.0,16068.0
630.0,468.0,7826.0,15340.0
630.5,572.0,8008.0,15626.0
631.0,390.0,7592.0,14898.0
631.5,2288.0,9984.0,18096.0
632.0,4472.0,11206.0,17914.0
632.5,338.0,7514.0,14742.0
633.0,624.0,7982.0,15626.0
633.5,4472.0,11206.0,18044.0
634.0,390.0,7592.0,14924.0
634.5,754.0,8216.0,16042.0
635.0,2678.0,9516.0,16458.0
635.5,4108.0,10842.0,17628.0
636.0,1456.0,8658.0,16068.0
636.5,1118.0,8476.0,16146.0
637.0,3796.0,10972.0,18616.0
637.5,3822.0,10660.0,17654.0
638.0,520.0,7748.0,15158.0
638.5,676.0,8060.0,15678.0
639.0,3016.0,9958.0,17108.0
639.5,3276.0,10348.0,17628.0
640.0,988.0,8138.0,15496.0
640.5,1144.0,7930.0,14794.0
641.0,884.0,8242.0,16016.0
641.5,442.0,7566.0,14820.0
642.0,832.0,8294.0,16042.0
642.5,3770.0,10556.0,17420.0
643.0,2080.0,8788.0,15496.0
643.5,3484.0,6994.0,13650.0
644.0,3224.0,10062.0,16952.0
644.5,3510.0,10296.0,17134.0
645.0,4446.0,11180.0,17914.0
645.5,3900.0,10634.0,17368.0
646.0,676.0,7748.0,14924.0
646.5,3588.0,10348.0,17134.0
647.0,4498.0,11232.0,17966.0
647.5,4472.0,11180.0,17914.0
648.0,4420.0,11128.0,17810.0
648.5,2652.0,9490.0,16432.0
649.0,182.0,7228.0,14222.0
649.5,2912.0,9698.0,16536.0
650.0,4082.0,10790.0,17498.0
650.5,4446.0,11154.0,17862.0
651.0,4446.0,11154.0,17888.0
651.5,2340.0,9100.0,15834.0
652.0,312.0,7488.0,14612.0
652.5,234.0,7332.0,14430.0
653.0,2080.0,8814.0,15548.0
653.5,4290.0,10946.0,17654.0
654.0,4472.0,11180.0,17888.0
654.5,4524.0,11258.0,17992.0
655.0,4550.0,11336.0,18148.0
655.5,4446.0,11154.0,17888.0
656.0,2704.0,9568.0,16510.0
656.5,338.0,7488.0,14742.0
657.0,1820.0,8814.0,15834.0
657.5,4108.0,10842.0,17602.0
658.0,4446.0,11154.0,17914.0
658.5,4134.0,10894.0,17732.0
659.0,1898.0,8814.0,15834.0
659.5,234.0,7332.0,14456.0
660.0,2340.0,9178.0,16146.0
660.5,4472.0,11180.0,17940.0
661.0,4446.0,11180.0,17914.0
661.5,4446.0,11180.0,17940.0
662.0,4446.0,11180.0,17940.0
662.5,4446.0,11180.0,17940.0
663.0,2392.0,9230.0,16120.0
663.5,3900.0,10660.0,17420.0
664.0,4524.0,11258.0,18044.0
664.5,4004.0,10764.0,17602.0
665.0,2652.0,9542.0,16510.0
665.5,4134.0,10894.0,17732.0
666.0,4446.0,11128.0,17862.0
666.5,4134.0,10920.0,17810.0
667.0,936.0,8242.0,15496.0
667.5,884.0,8164.0,15496.0
668.0,1300.0,8762.0,16302.0
668.5,494.0,7956.0,15574.0
669.0,1248.0,8736.0,16328.0
669.5,1560.0,9074.0,16822.0
670.0,1144.0,8606.0,16250.0
670.5,3822.0,10686.0,17654.0
671.0,4784.0,11726.0,18876.0
671.5,4004.0,10894.0,17966.0
672.0,2314.0,9490.0,16926.0
672.5,4160.0,10946.0,17888.0
673.0,4472.0,11258.0,18200.0
673.5,4160.0,10972.0,17940.0
674.0,572.0,7930.0,15834.0
674.5,572.0,7930.0,15600.0
675.0,988.0,8320.0,16380.0
675.5,416.0,7592.0,15392.0
676.0,1742.0,9308.0,17212.0
676.5,1534.0,8918.0,16718.0
677.0,1404.0,8918.0,17108.0
677.5,3458.0,10634.0,18200.0
678.0,4446.0,11388.0,18590.0
678.5,4680.0,11518.0,18564.0
679.0,4160.0,10972.0,17914.0
679.5,3172.0,10114.0,17212.0
680.0,442.0,7748.0,15132.0
680.5,1326.0,8710.0,16302.0
681.0,4264.0,11102.0,18018.0
681.5,4602.0,11388.0,18278.0
682.0,4550.0,11362.0,18278.0
682.5,3926.0,10738.0,17602.0
683.0,2444.0,9412.0,16510.0
683.5,4446.0,11206.0,17966.0
684.0,4316.0,11102.0,17914.0
684.5,1222.0,8138.0,15184.0
685.0,2392.0,9178.0,15990.0
685.5,4446.0,11154.0,17888.0
686.0,4420.0,11128.0,17810.0
686.5,4446.0,11180.0,17966.0
687.0,3718.0,10426.0,17186.0
687.5,832.0,8060.0,15288.0
688.0,2366.0,9334.0,16302.0
688.5,3796.0,10582.0,17394.0
689.0,4472.0,11232.0,18070.0
689.5,4472.0,11232.0,18070.0
690.0,3510.0,10296.0,17160.0
690.5,442.0,7566.0,14742.0
691.0,260.0,7410.0,14664.0
691.5,988.0,7956.0,15002.0
692.0,3926.0,10738.0,17602.0
692.5,4472.0,11206.0,18018.0
693.0,4446.0,11154.0,17888.0
693.5,4472.0,11258.0,18096.0
694.0,4446.0,11180.0,17940.0
694.5,3822.0,10634.0,17498.0
695.0,416.0,7618.0,14846.0
695.5,780.0,7748.0,14820.0
696.0,3718.0,10452.0,17212.0
696.5,4446.0,11180.0,17940.0
697.0,4446.0,11206.0,18018.0
697.5,2886.0,9724.0,16614.0
698.0,338.0,7488.0,14664.0
698.5,936.0,7852.0,14872.0
699.0,4342.0,11102.0,17914.0
699.5,4472.0,11206.0,17966.0
700.0,4446.0,11154.0,17888.0
700.5,4446.0,11206.0,17992.0
701.0,4446.0,11154.0,17888.0
701.5,3588.0,10348.0,17160.0
702.0,2886.0,9672.0,16510.0
702.5,4498.0,11336.0,18252.0
703.0,4108.0,10842.0,17602.0
703.5,2418.0,9360.0,16406.0
704.0,3900.0,10712.0,17576.0
704.5,4576.0,11362.0,18200.0
705.0,4498.0,11258.0,18070.0
705.5,2496.0,9490.0,16536.0
706.0,390.0,7618.0,14950.0
706.5,286.0,7384.0,14560.0
707.0,338.0,7488.0,14716.0
707.5,286.0,7358.0,14586.0
708.0,338.0,7514.0,14690.0
708.5,182.0,7228.0,14248.0
709.0,234.0,7176.0,14222.0
709.5,468.0,7384.0,14352.0
710.0,234.0,7150.0,14066.0
710.5,468.0,7384.0,14326.0
711.0,286.0,7098.0,13910.0
711.5,130.0,6942.0,13676.0
712.0,598.0,7592.0,14586.0
712.5,2678.0,9568.0,16536.0
713.0,4368.0,11128.0,17966.0
713.5,4290.0,11024.0,17784.0
714.0,2912.0,9750.0,16640.0
714.5,3744.0,10556.0,17446.0
715.0,4550.0,11336.0,18148.0
715.5,4420.0,11232.0,18070.0
716.0,2938.0,9880.0,16926.0
716.5,1014.0,8346.0,15808.0
717.0,364.0,7592.0,14950.0
717.5,182.0,7228.0,14300.0
718.0,442.0,7774.0,15184.0
718.5,390.0,7488.0,14586.0
719.0,338.0,7514.0,14690.0
719.5,2210.0,9048.0,15912.0
720.0,4108.0,10998.0,18044.0
720.5,4498.0,11336.0,18252.0
721.0,4472.0,11258.0,18096.0
721.5,3822.0,10868.0,18200.0
722.0,1612.0,8632.0,15834.0
722.5,780.0,7826.0,15054.0
723.0,2938.0,9984.0,17342.0
723.5,4420.0,11102.0,17810.0
724.0,4472.0,11206.0,17992.0
724.5,4290.0,11050.0,17888.0
725.0,2548.0,9490.0,16640.0
725.5,4342.0,11154.0,18122.0
726.0,4472.0,11206.0,17966.0
726.5,3120.0,9880.0,16718.0
727.0,1274.0,8242.0,15366.0
727.5,4342.0,11154.0,18070.0
728.0,4446.0,11180.0,17914.0
728.5,4472.0,11180.0,17966.0
729.0,4498.0,11310.0,18356.0
729.5,1976.0,8892.0,15964.0
730.0,598.0,7982.0,15574.0
730.5,3796.0,10634.0,17628.0
731.0,4368.0,11154.0,18122.0
731.5,4576.0,11466.0,18564.0
732.0,4342.0,11154.0,18096.0
732.5,1560.0,8892.0,16536.0
733.0,988.0,8190.0,15600.0
733.5,962.0,8086.0,15340.0
734.0,3094.0,9802.0,16562.0
734.5,4680.0,11518.0,18460.0
735.0,4420.0,11102.0,17810.0
735.5,3484.0,6994.0,13650.0
736.0,676.0,7514.0,14352.0
736.5,702.0,7696.0,14690.0
737.0,2808.0,9620.0,16510.0
737.5,1846.0,8684.0,15548.0
738.0,260.0,7410.0,14586.0
738.5,442.0,7514.0,14612.0
739.0,1144.0,8034.0,14924.0
739.5,1950.0,8814.0,15756.0
740.0,338.0,7280.0,14222.0
740.5,260.0,7332.0,14430.0
741.0,520.0,7540.0,14586.0
741.5,1482.0,8190.0,14924.0
742.0,1846.0,8684.0,15600.0
742.5,1846.0,8684.0,15548.0
743.0,1820.0,8606.0,15470.0
743.5,234.0,7254.0,14326.0
744.0,598.0,7696.0,14794.0
744.5,286.0,7254.0,14248.0
745.0,1404.0,8554.0,15808.0
745.5,1820.0,8580.0,15366.0
746.0,2028.0,8918.0,15860.0
746.5,2236.0,9256.0,16380.0
747.0,2054.0,8970.0,15964.0
747.5,2340.0,9490.0,16770.0
748.0,364.0,7540.0,14716.0
748.5,338.0,7488.0,14742.0
749.0,1014.0,8190.0,15574.0
749.5,1222.0,8346.0,15548.0
750.0,1768.0,8710.0,15808.0
750.5,234.0,7280.0,14378.0
